Sample descriptive name	Sample ID	Study ID	Platform	SRA	Description	Species	Comments	Molecule
SL1849	GSM1004886	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: STAT3 ko (flox/CD4-Cre);	replicate_group: 11;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL2774	GSM1004887	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: IRF4 wt (+/+);	replicate_group: 5;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL2776	GSM1004888	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: IRF4 ko (-/-);	replicate_group: 7;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL2673	GSM1004889	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: wt;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL2674	GSM1004890	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: STAT3 ko (flox/CD4-Cre);	replicate_group: 11;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL2679	GSM1004891	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: RORg wt (+/+);	replicate_group: 1;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL2681	GSM1004892	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: RORg ko (GFP KI);	replicate_group: 3;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL2762	GSM1004893	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: c-Maf wt (+/CD4-Cre);	replicate_group: 17;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL2764	GSM1004894	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: c-Maf ko (flox/CD4-Cre);	replicate_group: 19;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL3300	GSM1004895	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: B-ATF wt (+/+);	replicate_group: 13;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL3302	GSM1004896	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: B-ATF ko (-/-);	replicate_group: 15;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL3307	GSM1004897	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: IRF4 wt (+/+);	replicate_group: 5;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL3309	GSM1004898	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: IRF4 ko (-/-);	replicate_group: 7;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL3540	GSM1004899	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: STAT3 wt (+/CD4-Cre);	replicate_group: 9;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL4217	GSM1004900	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: c-Maf wt (+/CD4-Cre);	replicate_group: 17;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL4219	GSM1004901	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: c-Maf ko (flox/CD4-Cre);	replicate_group: 19;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL4221	GSM1004902	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: B-ATF wt (+/+);	replicate_group: 13;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL4223	GSM1004903	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: B-ATF ko (-/-);	replicate_group: 15;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL6493	GSM1004904	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: Ikzf3 Ikzf3 +/+;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL6495	GSM1004905	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: Ikzf3 Ikzf3 -/-;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL11889	GSM1004906	GSE40918	GPL13112	SRA	Th0 in vitro	Mus musculus	"genotype: Hif1a +/+ CD4-cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL11891	GSM1004907	GSE40918	GPL13112	SRA	Th0 in vitro	Mus musculus	"genotype: Hif1a fl/fl CD4-cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL11893	GSM1004908	GSE40918	GPL13112	SRA	Th0 in vitro	Mus musculus	"genotype: Fosl2 +/+ CD4-Cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL11895	GSM1004909	GSE40918	GPL13112	SRA	Th0 in vitro	Mus musculus	"genotype: Fosl2 fl/fl CD4-Cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL12363	GSM1004910	GSE40918	GPL13112	SRA	Th0 in vitro	Mus musculus	"genotype: Hif1a +/+ CD4-cre;	replicate_group: 2;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL12365	GSM1004911	GSE40918	GPL13112	SRA	Th0 in vitro	Mus musculus	"genotype: Hif1a fl/fl CD4-cre;	replicate_group: 2;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL12527	GSM1004912	GSE40918	GPL13112	SRA	Th0 in vitro	Mus musculus	"genotype: Fosl2 +/+ CD4-Cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL12529	GSM1004913	GSE40918	GPL13112	SRA	Th0 in vitro	Mus musculus	"genotype: Fosl2 fl/fl CD4-Cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL2656	GSM1004920	GSE40918	GPL11002	SRA	Th0 in vitro	Mus musculus	"genotype: wt;	time_point: 6h;	application: RNA-Seq;	cell type: Th0"	polyA RNA
SL2683	GSM1004932	GSE40918	GPL11002	SRA	Th1 in vitro	Mus musculus	"genotype: wt;	time_point: 48h;	application: RNA-Seq;	cell type: Th1"	polyA RNA
SL3304	GSM1004933	GSE40918	GPL11002	SRA	Th1 in vitro	Mus musculus	"genotype: wt;	time_point: 48h;	application: RNA-Seq;	cell type: Th1"	polyA RNA
SL1855	GSM1004934	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: wt;	time_point: 12h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL1856	GSM1004935	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: wt;	time_point: 16h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL8353	GSM1004936	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: wt;	time_point: 16h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL8355	GSM1004937	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: wt;	time_point: 16h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL1851	GSM1004941	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: wt;	time_point: 1h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL1857	GSM1004942	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: wt;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL1852	GSM1004943	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: wt;	time_point: 3h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL1844	GSM1004954	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: RORg wt (+/+);	replicate_group: 2;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL1846	GSM1004955	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: RORg ko (GFP KI);	replicate_group: 4;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL1848	GSM1004956	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: STAT3 wt (+/CD4-Cre);	replicate_group: 10;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL1850	GSM1004957	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: STAT3 ko (flox/CD4-Cre);	replicate_group: 12;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL2775	GSM1004958	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: IRF4 wt (+/+);	replicate_group: 6;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL2777	GSM1004959	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: IRF4 ko (-/-);	replicate_group: 8;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL1858	GSM1004960	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: wt;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL2675	GSM1004961	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: STAT3 ko (flox/CD4-Cre);	replicate_group: 12;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL2680	GSM1004962	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: RORg wt (+/+);	replicate_group: 2;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL2682	GSM1004963	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: RORg ko (GFP KI);	replicate_group: 4;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL2763	GSM1004964	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: c-Maf wt (+/CD4-Cre);	replicate_group: 18;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL2765	GSM1004965	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: c-Maf ko (flox/CD4-Cre);	replicate_group: 20;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL3301	GSM1004966	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: B-ATF wt (+/+);	replicate_group: 14;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL3303	GSM1004967	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: B-ATF ko (-/-);	replicate_group: 16;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL3308	GSM1004968	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: IRF4 wt (+/+);	replicate_group: 6;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL3310	GSM1004969	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: IRF4 ko (-/-);	replicate_group: 8;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL3541	GSM1004970	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: STAT3 wt (+/CD4-Cre);	replicate_group: 10;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL4218	GSM1004971	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: c-Maf wt (+/CD4-Cre);	replicate_group: 18;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL4220	GSM1004972	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: c-Maf ko (flox/CD4-Cre);	replicate_group: 20;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL4222	GSM1004973	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: B-ATF wt (+/+);	replicate_group: 14;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL4224	GSM1004974	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: B-ATF ko (-/-);	replicate_group: 16;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL6494	GSM1004975	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: Ikzf3 Ikzf3 +/+;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL6496	GSM1004976	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: Ikzf3 Ikzf3 -/-;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11890	GSM1004977	GSE40918	GPL13112	SRA	Th17 in vitro	Mus musculus	"genotype: Hif1a +/+ CD4-Cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11892	GSM1004978	GSE40918	GPL13112	SRA	Th17 in vitro	Mus musculus	"genotype: Hif1a fl/fl CD4-Cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11894	GSM1004979	GSE40918	GPL13112	SRA	Th17 in vitro	Mus musculus	"genotype: Fosl2 +/+ CD4-Cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11896	GSM1004980	GSE40918	GPL13112	SRA	Th17 in vitro	Mus musculus	"genotype: Fosl2 fl/fl CD4-Cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL12364	GSM1004981	GSE40918	GPL13112	SRA	Th17 in vitro	Mus musculus	"genotype: Hif1a +/+ CD4-Cre;	replicate_group: 2;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL12366	GSM1004982	GSE40918	GPL13112	SRA	Th17 in vitro	Mus musculus	"genotype: Hif1a fl/fl CD4-Cre;	replicate_group: 2;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL12528	GSM1004983	GSE40918	GPL13112	SRA	Th17 in vitro	Mus musculus	"genotype: Fosl2 +/+ CD4-Cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL12530	GSM1004984	GSE40918	GPL13112	SRA	Th17 in vitro	Mus musculus	"genotype: Fosl2 fl/fl CD4-Cre;	time_point: 48h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL1853	GSM1005002	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: wt;	time_point: 6h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL1854	GSM1005003	GSE40918	GPL11002	SRA	Th17 in vitro	Mus musculus	"genotype: wt;	time_point: 9h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11677	GSM1005030	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h RPMI siCntl;	replicate_group: 1;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11678	GSM1005031	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h RPMI Etv6;	replicate_group: 1;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11679	GSM1005032	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h RPMI siJmjd3;	replicate_group: 1;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11680	GSM1005033	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h RPMI siJmjd6;	replicate_group: 1;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11681	GSM1005034	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h RPMI siRorc;	replicate_group: 1;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11682	GSM1005035	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h RPMI siCntl;	replicate_group: 2;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11683	GSM1005036	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h RPMI Etv6;	replicate_group: 2;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11684	GSM1005037	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h RPMI siJmjd3;	replicate_group: 2;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11685	GSM1005038	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h RPMI siJmjd6;	replicate_group: 2;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL11686	GSM1005039	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h RPMI siRorc;	replicate_group: 2;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13369	GSM1005040	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siNonTarget2; 110930;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13370	GSM1005041	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siNonTarget2; 111006;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13371	GSM1005042	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siNonTarget2; 111011;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13372	GSM1005043	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siNonTarget2; 111014;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13373	GSM1005044	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siNonTarget2; 111029;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13374	GSM1005045	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siNonTarget2; 120309b;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13375	GSM1005046	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siId2; 110930;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13376	GSM1005047	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siId2; 120309;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13377	GSM1005048	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siLef1; 110930;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13378	GSM1005049	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siLef1; 111029;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13379	GSM1005050	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siSki; 110930;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13380	GSM1005051	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siSki;120309;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13381	GSM1005052	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siAtf6;  111006;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13382	GSM1005053	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siAtf6;  120309;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13383	GSM1005054	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siTrib3;  110930;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13384	GSM1005055	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siTrib3;  120309;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13385	GSM1005056	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siSirt2; 110930;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13386	GSM1005057	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siSirt2; 111029;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13387	GSM1005058	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siPrkrir;  111006;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13388	GSM1005059	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siPrkrir;  120309;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13389	GSM1005060	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siSatb1; 110930;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13390	GSM1005061	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siSatb1; 120309;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13393	GSM1005062	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siNfatc2; 111006;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13394	GSM1005063	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siNfatc2; 111029;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13397	GSM1005064	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siCrem; 111011;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13398	GSM1005065	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siCrem; 120309b;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13399	GSM1005066	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siDdit3; 111011;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13400	GSM1005067	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siDdit3; 120309b;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13401	GSM1005068	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siAes; 111011;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13402	GSM1005069	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siAes; 120309b;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13403	GSM1005070	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siInhba; 111011;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13404	GSM1005071	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siInhba; 120309b;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13405	GSM1005072	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siZfp36l2; 111011;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13406	GSM1005073	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siZfp36l2; 120309b;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13407	GSM1005074	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siEgr2; 111011;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13408	GSM1005075	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siEgr2; 120309b;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
SL13409	GSM1005076	GSE40918	GPL13112	SRA	Th17 in vitro (RPMI)	Mus musculus	"genotype: 24h siBcl11b; 111011;	time_point: 24h;	application: RNA-Seq;	cell type: Th17"	polyA RNA
